images,x,y
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.6,1#0.32,7#0.07___2015年06月19日11时08分IM000800.JPG",204.35,296.74
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.57,25#0.27,1#0.08___2016年03月28日15时03分IM001111.JPG",250.79,351.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.58,7#0.34,21#0.05___2013年05月15日09时39分IM003156.JPG",288.72,296.74
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.58,9#0.32,1#0.05___2013年12月10日09时55分IM005816.JPG",260.23,326.57
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.59,1#0.38,7#0.02___2015年07月17日09时54分IM002733.JPG",256.89,313.88
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.48,4#0.21,28#0.15___2014年06月16日09时55分IM000969.JPG",363.07,279.6
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.94,0#0.06___2017年08月05日12时03分IM002330.JPG",257.85,275.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.96,4#0.04,0#0.0___2016年03月30日10时01分IM001319.JPG",261.21,312.81
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#1.0,0#0.0___2015年04月04日11时24分IM000472.JPG",268.24,323.01
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/2#0.47,4#0.2,25#0.16___2017年05月26日09时47分IM001838.JPG",256.5,320.88
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/2#0.75,4#0.23,1#0.02___2013年05月30日10时51分IM004127.JPG",268.24,333.47
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.6,2#0.36,1#0.01___2013年06月06日12时03分IM004584.JPG",246.65,300.3
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.7,1#0.29,7#0.01___2017年06月12日10时11分IM003167.JPG",286.93,301.05
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.7,12#0.26,25#0.03___2015年06月24日12时07分IM001071.JPG",259.12,309.43
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.7,20#0.19,2#0.08___weng_xi ming_12111964_WXM19641112_550628.jpg",236.0,272.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.7,25#0.18,1#0.1___2017年02月27日09时07分IM003333.JPG",239.02,283.57
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.7,25#0.27,24#0.02___2015年08月26日11时34分IM003678.JPG",206.58,271.81
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.7,25#0.28,15#0.01___2015年01月07日10时03分IM002311.JPG",267.13,300.3
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.8,25#0.14,26#0.05___2015年09月29日16时39分IM000375.JPG",210.14,343.71
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.54,24#0.24,25#0.2___2013年10月29日11时20分IM003259.JPG",213.48,256.89
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.58,25#0.31,28#0.1___2013年09月11日12时07分IM000895.JPG",268.24,285.38
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.61,25#0.38,24#0.01___2013年10月29日11时20分IM003260.JPG",234.29,272.28
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.62,1#0.37,0#0.0___2014年02月08日11时12分IM000767.JPG",254.66,305.86
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.62,25#0.33,2#0.03___2016年03月28日10时14分IM001038.JPG",296.17,296.34
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.63,1#0.27,22#0.08___2013年09月30日12时29分IM001768.JPG",245.54,324.12
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.63,9#0.19,25#0.11___2014年11月25日09时44分IM003312.JPG",272.92,328.79
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.63,25#0.31,9#0.05___2016年10月27日16时58分IM002799.JPG",256.5,247.43
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.63,25#0.32,28#0.05___2013年07月18日10时24分IM007023.JPG",253.33,299.19
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.64,1#0.24,26#0.11___2017年04月18日17时12分IM002998.JPG",268.27,308.11
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.64,28#0.24,2#0.05___2015年05月22日10时07分IM004005.JPG",268.24,320.78
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.65,28#0.33,25#0.02___2014年03月06日15时18分IM002990.JPG",278.48,294.51
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.66,15#0.31,26#0.02___2016年07月08日09时51分IM000693.JPG",202.88,295.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.68,22#0.13,26#0.09___2013年11月27日11时06分IM004961.JPG",249.99,293.4
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.68,25#0.32,0#0.0___zhong_bi fang_10091951_ZBF19510910_550631.jpg",324.0,317.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.69,2#0.25,1#0.06___2015年07月15日11时26分IM002620.JPG",238.64,296.96
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.69,12#0.13,25#0.07___2013年10月29日11时20分IM003257.JPG",255.78,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.72,25#0.28,0#0.0___00993304_林_培民_20170731_OS_(1973).jpg",298.18,244.91
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.72,26#0.21,18#0.05___2015年06月26日10时30分IM001238.JPG",268.24,306.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.74,2#0.26,0#0.0___2015年10月30日10时42分IM002530.JPG",254.66,312.77
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.75,1#0.2,2#0.04___2016年05月23日14时56分IM002974.JPG",270.62,315.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.75,9#0.16,28#0.05___2013年08月01日11时42分IM008048.JPG",285.38,318.55
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.76,1#0.15,2#0.08___2014年01月09日10时52分IM007781.JPG",244.2,316.1
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.76,25#0.16,2#0.08___2015年02月27日16时04分IM002617.JPG",261.34,283.16
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.76,25#0.22,2#0.02___2013年10月29日11时20分IM003258.JPG",229.51,293.4
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.76,25#0.24,0#0.0___2015年05月22日11时28分IM004047.JPG",266.02,317.44
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.76,25#0.24,0#0.0___2016年02月05日10时24分IM003284.JPG",255.78,294.51
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.76,25#0.24,0#0.0___ma_zhong rong_23121957__488448.jpg",261.33,257.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.77,25#0.2,1#0.02___2013年09月25日12时05分IM001507.JPG",248.88,249.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.78,1#0.09,9#0.05___2014年06月09日09时23分IM000263.JPG",245.54,288.72
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.78,7#0.2,1#0.01___2013年07月18日09时41分IM006995.JPG",261.34,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.78,9#0.15,25#0.07___2013年05月25日09时49分IM003790.JPG",224.83,302.53
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.79,1#0.21,0#0.0___2013年10月29日11时59分IM003275.JPG",268.24,317.44
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.79,15#0.09,26#0.07___2014年12月20日11时24分IM000869.JPG",263.79,311.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.79,25#0.16,1#0.02___chen_song han_10091955_CSH19550910_490261.jpg",280.0,282.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.81,25#0.13,1#0.04___2016年06月23日10时46分IM002566.JPG",263.56,250.96
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.82,1#0.16,2#0.02___2013年11月25日09时09分IM004755.JPG",269.36,316.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.82,25#0.11,2#0.02___2015年11月07日11时15分IM000439.JPG",233.96,314.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.82,25#0.13,1#0.02___2013年05月08日09时48分IM002615.JPG",319.67,290.06
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.83,1#0.14,18#0.01___2016年08月31日08时55分IM000163.JPG",271.8,308.11
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.83,24#0.1,19#0.05___CYH19660828_20161221_155617_Color_L_001.jpg",281.6,288.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.83,26#0.13,1#0.01___2016年05月18日10时42分IM002495.JPG",275.16,291.8
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.84,1#0.08,2#0.06___2015年03月25日11时37分IM004819.JPG",269.36,312.77
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.84,2#0.16,0#0.0___2014年09月05日15时46分IM000938.JPG",239.75,243.09
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.84,25#0.16,0#0.0___2016年07月07日11时06分IM000596.JPG",244.91,313.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.85,1#0.13,2#0.01___2017年08月21日16时55分IM003697.JPG",275.16,309.28
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.85,1#0.14,0#0.0___2016年05月20日11时29分IM002770.JPG",323.07,290.63
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.85,2#0.12,1#0.01___2013年04月17日11时18分IM001419.JPG",270.47,285.38
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.86,25#0.14,0#0.0___2015年05月09日10时47分IM002950.JPG",266.02,326.57
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.88,25#0.11,0#0.0___2015年03月24日09时50分IM004643.JPG",227.28,308.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.89,1#0.06,25#0.05___2016年10月20日11时10分IM002108.JPG",311.47,322.06
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.89,25#0.08,1#0.02___2015年07月27日10时19分IM000237.JPG",267.13,290.06
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.89,28#0.1,0#0.0___2015年01月13日10时09分IM002858.JPG",258.0,296.74
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.91,1#0.06,9#0.01___2014年02月08日11时12分IM000766.JPG",246.65,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.91,1#0.09,0#0.0___2014年07月09日09时15分IM004052.JPG",262.46,277.37
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.91,8#0.04,0#0.01___2015年01月15日10时01分IM003102.JPG",263.79,312.77
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.91,24#0.05,1#0.02___2015年11月23日17时30分IM001912.JPG",360.85,284.27
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.91,25#0.06,24#0.02___2016年06月03日11时48分IM000933.JPG",242.55,250.96
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.91,25#0.09,0#0.0___2014年03月25日12时23分IM004466.JPG",270.47,287.61
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.91,26#0.03,18#0.02___2014年05月22日15时35分IM003735.JPG",259.12,312.77
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.92,25#0.04,28#0.02___2016年05月16日11时45分IM002242.JPG",262.39,311.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.93,1#0.03,25#0.02___2013年12月20日10时01分IM006402.JPG",253.33,321.89
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.94,7#0.02,19#0.02___2017年05月08日15时23分IM000325.JPG",265.92,256.84
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.94,24#0.06,0#0.0___2016年03月26日10时42分IM000949.JPG",255.5,299.87
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.94,25#0.05,0#0.0___2016年06月21日10时40分IM002369.JPG",255.5,257.85
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.94,25#0.05,0#0.0___HWB19590821_20161029_104821_Color_R_001.jpg",98.26,282.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.94,25#0.06,0#0.0___2015年02月03日09时14分IM001125.JPG",266.02,324.12
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.94,25#0.06,0#0.0___2015年10月20日15时30分IM001729.JPG",246.65,308.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.95,1#0.04,25#0.01___2013年08月19日09时51分IM009114.JPG",205.47,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.95,2#0.03,25#0.02___2013年05月04日11时39分IM002413.JPG",179.2,347.05
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.95,24#0.05,0#0.0___2015年08月15日09时15分IM002435.JPG",253.55,296.74
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.95,25#0.03,2#0.01___2017年06月05日10时52分IM002384.JPG",249.61,305.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.95,25#0.04,1#0.01___2015年06月08日12时18分IM005428.JPG",271.81,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.95,25#0.05,0#0.0___2014年12月11日16时22分IM000210.JPG",266.02,303.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,1#0.04,0#0.0___2016年06月24日09时56分IM002673.JPG",271.8,305.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,2#0.02,10#0.01___2015年01月13日10时37分IM002870.JPG",271.81,264.9
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,2#0.02,15#0.01___2013年06月01日10时14分IM004216.JPG",266.02,267.13
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,2#0.03,0#0.0___2016年04月25日16时24分IM000250.JPG",277.52,317.35
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,25#0.02,26#0.01___2015年11月06日10时44分IM000348.JPG",223.72,342.37
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,25#0.03,0#0.0___2016年05月11日10时07分IM001760.JPG",264.74,301.05
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,25#0.03,0#0.0___ZZG19621119_20170123_165526_Color_L_001.jpg",268.43,284.53
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,25#0.03,2#0.01___2013年12月17日10时03分IM006166.JPG",258.0,290.06
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,25#0.04,0#0.0___2013年07月31日09时29分IM007907.JPG",253.33,316.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.96,25#0.04,0#0.0___2014年10月17日10时38分IM004462.JPG",267.13,301.41
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.97,1#0.03,0#0.0___2016年10月12日10时31分IM001311.JPG",227.42,299.87
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.97,1#0.03,0#0.0___2017年08月21日17时19分IM003712.JPG",289.28,261.38
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.97,19#0.02,0#0.0___2013年07月18日11时57分IM007076.JPG",173.41,339.03
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.97,25#0.02,0#0.0___2017年07月18日11时24分IM000788.JPG",255.5,309.28
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,1#0.01,0#0.0___2017年05月22日09时22分IM001398.JPG",296.17,282.39
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,1#0.01,19#0.01___2016年07月27日10时01分IM002760.JPG",257.68,304.58
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,1#0.01,25#0.01___2013年12月03日09时58分IM005366.JPG",264.9,331.02
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,1#0.02,0#0.0___2016年01月12日17时12分IM001308.JPG",332.13,283.16
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,2#0.02,0#0.0___2015年03月18日15时32分IM004184.JPG",279.6,252.22
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,24#0.01,0#0.0___2015年11月06日11时44分IM000375.JPG",270.47,314.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,25#0.01,0#0.0___2013年06月18日10时14分IM005139.JPG",197.45,317.44
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,25#0.02,0#0.0___2013年11月01日09时38分IM003459.JPG",260.23,299.19
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,25#0.02,0#0.0___2015年06月15日10时41分IM000476.JPG",259.12,305.86
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,25#0.02,0#0.0___2016年02月05日10时24分IM003285.JPG",262.46,314.1
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,25#0.02,0#0.0___2016年02月25日03时13分IM004509.JPG",182.76,262.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.98,25#0.02,0#0.0___chen_jin yan_04051963_cjy19630504_520458.jpg",144.0,262.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.99,2#0.01,0#0.0___2013年11月25日11时26分IM004785.JPG",245.54,320.78
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.99,18#0.01,0#0.0___2015年10月21日11时35分IM001805.JPG",239.75,301.41
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.99,25#0.01,0#0.0___2016年10月08日09时12分IM000639.JPG",249.61,301.05
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#0.99,25#0.01,0#0.0___chen_jin yan_04051963_cjy19630504_520459.jpg",144.0,261.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2013年05月21日11时08分IM003536.JPG",254.66,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2013年05月29日11时14分IM004044.JPG",271.81,314.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2013年12月24日12时04分IM006733.JPG",276.26,306.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2014年01月15日11时15分IM008295.JPG",272.92,312.77
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2014年03月04日12时06分IM002826.JPG",237.52,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2014年05月07日10时58分IM002300.JPG",256.89,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2014年08月26日10时58分IM003950.JPG",256.89,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2014年08月27日10时00分IM004057.JPG",287.61,290.06
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2014年09月23日15时56分IM002520.JPG",262.46,309.43
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2014年12月08日10时25分IM004457.JPG",259.12,300.3
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年01月26日16时48分IM000490.JPG",243.09,301.41
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年03月02日09时39分IM002716.JPG",269.36,308.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年03月21日09时33分IM004365.JPG",117.54,255.78
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年04月23日11时01分IM001845.JPG",266.02,313.88
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年04月23日11时01分IM001846.JPG",271.81,304.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年06月08日09时45分IM005349.JPG",278.48,303.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年06月23日15时09分IM000977.JPG",244.2,278.48
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年08月22日10时57分IM003319.JPG",253.33,311.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2015年11月23日17时30分IM001914.JPG",283.16,324.12
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年01月16日11时34分IM001754.JPG",262.46,299.19
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年01月19日16时40分IM001982.JPG",247.76,314.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年02月29日16时54分IM004956.JPG",244.2,287.61
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年03月03日11时04分IM005285.JPG",282.05,254.66
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年03月08日16时26分IM005949.JPG",258.0,314.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年03月29日15时32分IM001265.JPG",262.39,317.35
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年05月16日11时45分IM002243.JPG",257.68,310.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年06月29日11时35分IM003161.JPG",255.5,303.4
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年09月17日10时22分IM001428.JPG",246.08,310.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年09月23日11时11分IM002045.JPG",267.09,317.35
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2016年09月30日11时46分IM000574.JPG",260.03,306.93
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2017年01月16日10时41分IM000201.JPG",302.06,266.09
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2017年01月23日14时31分IM000982.JPG",232.13,234.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2017年01月23日14时31分IM000983.JPG",265.92,256.84
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2017年02月25日10时03分IM003285.JPG",251.97,308.11
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2017年04月25日11时44分IM003574.JPG",226.25,242.72
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2017年07月18日11时24分IM000787.JPG",256.5,309.28
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___2017年08月04日10时28分IM002185.JPG",267.09,302.22
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___00902479_20161129_092943_Color_R_001.jpg",190.69,301.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___chen_mao tian_15061969_CMT19690615_532116.jpg",322.67,278.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___IM001391.JPG",262.46,304.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/4#1.0,0#0.0,1#0.0___YHS19690817_20170816_121041_Color_L_001.jpg",275.02,258.44
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.6,4#0.22,2#0.11___li_hao xi_13011986_LHX19860113_505248.jpg",410.67,250.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.62,4#0.32,27#0.03___2015年12月24日09时45分IM004830.JPG",290.06,292.29
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.63,4#0.37,0#0.0___2016年06月15日16时03分IM001871.JPG",260.03,282.39
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.65,28#0.27,4#0.08___2017年08月01日11时45分IM001889.JPG",282.22,280.04
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.68,28#0.28,5#0.04___2016年04月22日11时27分IM000020.JPG",257.68,322.06
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.71,4#0.2,2#0.08___li_hao xi_13011986_LHX19860113_505250.jpg",322.67,305.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.74,4#0.25,9#0.01___2014年03月06日10时12分IM002951.JPG",258.0,311.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.77,4#0.19,2#0.04___li_hao xi_13011986_LHX19860113_505249.jpg",393.33,309.33
